cat,dd,val_districts_country,k_growth_coef,k_growth_coef_pct
Kazakhstan (Prenocovania),20180301,,,
Kazakhstan (Prenocovania),20180401,,,
Kazakhstan (Prenocovania),20180501,,,
Kazakhstan (Prenocovania),20180601,,,
Kazakhstan (Prenocovania),20180701,,,
Kazakhstan (Prenocovania),20180801,,,
Kazakhstan (Prenocovania),20180901,,,
Kazakhstan (Prenocovania),20181001,,,
Kazakhstan (Prenocovania),20181101,,,
Kazakhstan (Prenocovania),20181201,,,
Kazakhstan (Prenocovania),20190101,,,
Kazakhstan (Prenocovania),20190201,,,
Kazakhstan (Prenocovania),20190301,,,
Kazakhstan (Prenocovania),20190401,,,
Kazakhstan (Prenocovania),20190501,10,,
Kazakhstan (Prenocovania),20190601,,,
Kazakhstan (Prenocovania),20190701,,,
Kazakhstan (Prenocovania),20190801,,,
Kazakhstan (Prenocovania),20190901,,,
Kazakhstan (Prenocovania),20191001,,,
Kazakhstan (Prenocovania),20191101,,,
Kazakhstan (Prenocovania),20191201,,,
Kazakhstan (Prenocovania),20200101,,,
Kazakhstan (Prenocovania),20200201,,,
Kazakhstan (Prenocovania),20200301,,,
Kazakhstan (Prenocovania),20200401,,,
Kazakhstan (Prenocovania),20200501,,,
Kazakhstan (Prenocovania),20200601,,,
Kazakhstan (Prenocovania),20200701,,,
Kazakhstan (Prenocovania),20200801,,,
Kazakhstan (Prenocovania),20200901,,,
Kazakhstan (Prenocovania),20201001,,,
Kazakhstan (Prenocovania),20201101,,,
Kazakhstan (Prenocovania),20201201,,,
Kazakhstan (Prenocovania),20210101,,,
Kazakhstan (Prenocovania),20210201,,,
Kazakhstan (Prenocovania),20210301,,,
Kazakhstan (Prenocovania),20210401,,,
Kazakhstan (Prenocovania),20210501,,,
Kazakhstan (Prenocovania),20210601,,,
Kazakhstan (Prenocovania),20210701,4,,
Kazakhstan (Prenocovania),20210801,,,
Kazakhstan (Prenocovania),20210901,,,
Kazakhstan (Prenocovania),20211001,,,
Kazakhstan (Prenocovania),20211101,,,
Kazakhstan (Prenocovania),20211201,,,
Kenya (Počet),20170101,,,
Kenya (Počet),20170201,,,
Kenya (Počet),20170301,,,
Kenya (Počet),20170401,,,
Kenya (Počet),20170501,,,
Kenya (Počet),20170601,,,
Kenya (Počet),20170701,,,
Kenya (Počet),20170801,,,
Kenya (Počet),20170901,,,
Kenya (Počet),20171001,,,
Kenya (Počet),20171101,,,
Kenya (Počet),20171201,,,
Kenya (Počet),20180101,,,
Kenya (Počet),20180201,,,
Kenya (Počet),20180301,,,
Kenya (Počet),20180401,,,
Kenya (Počet),20180501,,,
Kenya (Počet),20180601,,,
Kenya (Počet),20180701,,,
Kenya (Počet),20180801,,,
Kenya (Počet),20180901,,,
Kenya (Počet),20181001,,,
Kenya (Počet),20181101,,,
Kenya (Počet),20181201,1,,
Kenya (Počet),20190101,,,
Kenya (Počet),20190201,,,
Kenya (Počet),20190301,,,
Kenya (Počet),20190401,,,
Kenya (Počet),20190501,,,
Kenya (Počet),20190601,,,
Kenya (Počet),20190701,,,
Kenya (Počet),20190801,,,
Kenya (Počet),20190901,,,
Kenya (Počet),20191001,,,
Kenya (Počet),20191101,,,
Kenya (Počet),20191201,,,
Kenya (Počet),20200101,,,
Kenya (Počet),20200201,,,
Kenya (Počet),20200301,,,
Kenya (Počet),20200401,,,
Kenya (Počet),20200501,,,
Kenya (Počet),20200601,,,
Kenya (Počet),20200701,,,
Kenya (Počet),20200801,,,
Kenya (Počet),20200901,,,
Kenya (Počet),20201001,,,
Kenya (Počet),20201101,,,
Kenya (Počet),20201201,,,
Kenya (Počet),20210101,,,
Kenya (Počet),20210201,,,
Kenya (Počet),20210301,,,
Kenya (Počet),20210401,,,
Kenya (Počet),20210501,,,
Kenya (Počet),20210601,,,
Kenya (Počet),20210701,,,
Kenya (Počet),20210801,,,
Kenya (Počet),20210901,,,
Kenya (Počet),20211001,,,
Kenya (Počet),20211101,,,
Kenya (Počet),20211201,,,
Kenya (Prenocovania),20170101,,,
Kenya (Prenocovania),20170201,,,
Kenya (Prenocovania),20170301,,,
Kenya (Prenocovania),20170401,,,
Kenya (Prenocovania),20170501,,,
Kenya (Prenocovania),20170601,,,
Kenya (Prenocovania),20170701,,,
Kenya (Prenocovania),20170801,,,
Kenya (Prenocovania),20170901,,,
Kenya (Prenocovania),20171001,,,
Kenya (Prenocovania),20171101,,,
Kenya (Prenocovania),20171201,,,
Kenya (Prenocovania),20180101,,,
Kenya (Prenocovania),20180201,,,
Kenya (Prenocovania),20180301,,,
Kenya (Prenocovania),20180401,,,
Kenya (Prenocovania),20180501,,,
Kenya (Prenocovania),20180601,,,
Kenya (Prenocovania),20180701,,,
Kenya (Prenocovania),20180801,,,
Kenya (Prenocovania),20180901,,,
Kenya (Prenocovania),20181001,,,
Kenya (Prenocovania),20181101,,,
Kenya (Prenocovania),20181201,1,,
Kenya (Prenocovania),20190101,,,
Kenya (Prenocovania),20190201,,,
Kenya (Prenocovania),20190301,,,
Kenya (Prenocovania),20190401,,,
Kenya (Prenocovania),20190501,,,
Kenya (Prenocovania),20190601,,,
Kenya (Prenocovania),20190701,,,
Kenya (Prenocovania),20190801,,,
Kenya (Prenocovania),20190901,,,
Kenya (Prenocovania),20191001,,,
Kenya (Prenocovania),20191101,,,
Kenya (Prenocovania),20191201,,,
Kenya (Prenocovania),20200101,,,
Kenya (Prenocovania),20200201,,,
Kenya (Prenocovania),20200301,,,
Kenya (Prenocovania),20200401,,,
Kenya (Prenocovania),20200501,,,
Kenya (Prenocovania),20200601,,,
Kenya (Prenocovania),20200701,,,
Kenya (Prenocovania),20200801,,,
Kenya (Prenocovania),20200901,,,
Kenya (Prenocovania),20201001,,,
Kenya (Prenocovania),20201101,,,
Kenya (Prenocovania),20201201,,,
Kenya (Prenocovania),20210101,,,
Kenya (Prenocovania),20210201,,,
Kenya (Prenocovania),20210301,,,
Kenya (Prenocovania),20210401,,,
Kenya (Prenocovania),20210501,,,
Kenya (Prenocovania),20210601,,,
Kenya (Prenocovania),20210701,,,
Kenya (Prenocovania),20210801,,,
Kenya (Prenocovania),20210901,,,
Kenya (Prenocovania),20211001,,,
Kenya (Prenocovania),20211101,,,
Kenya (Prenocovania),20211201,,,
Latvia (Počet),20170101,,,
Latvia (Počet),20170201,2,,
Latvia (Počet),20170301,2,1,0
Latvia (Počet),20170401,4,2,100
Latvia (Počet),20170501,10,2.5,150
Latvia (Počet),20170601,3,0.3,-70
Latvia (Počet),20170701,8,2.666666667,166.67
Latvia (Počet),20170801,15,1.875,87.5
Latvia (Počet),20170901,1,0.066666667,-93.33
Latvia (Počet),20171001,,,
Latvia (Počet),20171101,,,
Latvia (Počet),20171201,3,,
Latvia (Počet),20180101,,,
Latvia (Počet),20180201,,,
Latvia (Počet),20180301,,,
Latvia (Počet),20180401,,,
Latvia (Počet),20180501,4,,
Latvia (Počet),20180601,,,
Latvia (Počet),20180701,,,
Latvia (Počet),20180801,17,,
Latvia (Počet),20180901,2,0.117647059,-88.24
Latvia (Počet),20181001,,,
Latvia (Počet),20181101,,,
Latvia (Počet),20181201,2,,
Latvia (Počet),20190101,,,
Latvia (Počet),20190201,,,
Latvia (Počet),20190301,,,
Latvia (Počet),20190401,,,
Latvia (Počet),20190501,1,,
Latvia (Počet),20190601,14,14,1300
Latvia (Počet),20190701,52,3.714285714,271.43
Latvia (Počet),20190801,147,2.826923077,182.69
Latvia (Počet),20190901,9,0.06122449,-93.88
Latvia (Počet),20191001,2,0.222222222,-77.78
Latvia (Počet),20191101,,,
Latvia (Počet),20191201,,,
Latvia (Počet),20200101,,,
Latvia (Počet),20200201,3,,
Latvia (Počet),20200301,,,
Latvia (Počet),20200401,,,
Latvia (Počet),20200501,,,
Latvia (Počet),20200601,10,,
Latvia (Počet),20200701,22,2.2,120
Latvia (Počet),20200801,7,0.318181818,-68.18
Latvia (Počet),20200901,,,
Latvia (Počet),20201001,,,
Latvia (Počet),20201101,,,
Latvia (Počet),20201201,,,
Latvia (Počet),20210101,,,
Latvia (Počet),20210201,,,
Latvia (Počet),20210301,,,
Latvia (Počet),20210401,,,
Latvia (Počet),20210501,,,
Latvia (Počet),20210601,10,,
Latvia (Počet),20210701,26,2.6,160
Latvia (Počet),20210801,37,1.423076923,42.31
Latvia (Počet),20210901,9,0.243243243,-75.68
Latvia (Počet),20211001,,,
Latvia (Počet),20211101,2,,
Latvia (Počet),20211201,,,
Latvia (Prenocovania),20170101,,,
Latvia (Prenocovania),20170201,16,,
Latvia (Prenocovania),20170301,62,3.875,287.5
Latvia (Prenocovania),20170401,8,0.129032258,-87.1
Latvia (Prenocovania),20170501,13,1.625,62.5
Latvia (Prenocovania),20170601,3,0.230769231,-76.92
Latvia (Prenocovania),20170701,8,2.666666667,166.67
Latvia (Prenocovania),20170801,17,2.125,112.5
Latvia (Prenocovania),20170901,1,0.058823529,-94.12
Latvia (Prenocovania),20171001,,,
Latvia (Prenocovania),20171101,,,
Latvia (Prenocovania),20171201,9,,
Latvia (Prenocovania),20180101,,,
Latvia (Prenocovania),20180201,,,
Latvia (Prenocovania),20180301,,,
Latvia (Prenocovania),20180401,,,
Latvia (Prenocovania),20180501,16,,
Latvia (Prenocovania),20180601,,,
Latvia (Prenocovania),20180701,,,
Latvia (Prenocovania),20180801,24,,
Latvia (Prenocovania),20180901,2,0.083333333,-91.67
Latvia (Prenocovania),20181001,,,
Latvia (Prenocovania),20181101,,,
Latvia (Prenocovania),20181201,6,,
Latvia (Prenocovania),20190101,,,
Latvia (Prenocovania),20190201,,,
Latvia (Prenocovania),20190301,,,
Latvia (Prenocovania),20190401,,,
Latvia (Prenocovania),20190501,3,,
Latvia (Prenocovania),20190601,22,7.333333333,633.33
Latvia (Prenocovania),20190701,82,3.727272727,272.73
Latvia (Prenocovania),20190801,364,4.43902439,343.9
Latvia (Prenocovania),20190901,9,0.024725275,-97.53
Latvia (Prenocovania),20191001,2,0.222222222,-77.78
Latvia (Prenocovania),20191101,,,
Latvia (Prenocovania),20191201,,,
Latvia (Prenocovania),20200101,,,
Latvia (Prenocovania),20200201,3,,
Latvia (Prenocovania),20200301,,,
Latvia (Prenocovania),20200401,,,
Latvia (Prenocovania),20200501,,,
Latvia (Prenocovania),20200601,10,,
Latvia (Prenocovania),20200701,50,5,400
Latvia (Prenocovania),20200801,9,0.18,-82
Latvia (Prenocovania),20200901,,,
Latvia (Prenocovania),20201001,,,
Latvia (Prenocovania),20201101,,,
Latvia (Prenocovania),20201201,,,
Latvia (Prenocovania),20210101,,,
Latvia (Prenocovania),20210201,,,
Latvia (Prenocovania),20210301,,,
Latvia (Prenocovania),20210401,,,
Latvia (Prenocovania),20210501,,,
Latvia (Prenocovania),20210601,10,,
Latvia (Prenocovania),20210701,62,6.2,520
Latvia (Prenocovania),20210801,122,1.967741935,96.77
Latvia (Prenocovania),20210901,33,0.270491803,-72.95
Latvia (Prenocovania),20211001,,,
Latvia (Prenocovania),20211101,2,,
Latvia (Prenocovania),20211201,,,
Liechtenstein (Počet),20170101,1,,
Liechtenstein (Počet),20170201,,,
Liechtenstein (Počet),20170301,,,
Liechtenstein (Počet),20170401,,,
Liechtenstein (Počet),20170501,,,
Liechtenstein (Počet),20170601,,,
Liechtenstein (Počet),20170701,,,
Liechtenstein (Počet),20170801,,,
Liechtenstein (Počet),20170901,,,
Liechtenstein (Počet),20171001,,,
Liechtenstein (Počet),20171101,,,
Liechtenstein (Počet),20171201,,,
Liechtenstein (Počet),20180101,,,
Liechtenstein (Počet),20180201,,,
Liechtenstein (Počet),20180301,,,
Liechtenstein (Počet),20180401,,,
Liechtenstein (Počet),20180501,,,
Liechtenstein (Počet),20180601,,,
Liechtenstein (Počet),20180701,,,
Liechtenstein (Počet),20180801,,,
Liechtenstein (Počet),20180901,,,
Liechtenstein (Počet),20181001,,,
Liechtenstein (Počet),20181101,,,
Liechtenstein (Počet),20181201,,,
Liechtenstein (Počet),20190101,,,
Liechtenstein (Počet),20190201,,,
Liechtenstein (Počet),20190301,,,
Liechtenstein (Počet),20190401,,,
Liechtenstein (Počet),20190501,,,
Liechtenstein (Počet),20190601,,,
Liechtenstein (Počet),20190701,,,
Liechtenstein (Počet),20190801,,,
Liechtenstein (Počet),20190901,,,
Liechtenstein (Počet),20191001,,,
Liechtenstein (Počet),20191101,,,
Liechtenstein (Počet),20191201,,,
Liechtenstein (Počet),20200101,,,
Liechtenstein (Počet),20200201,,,
Liechtenstein (Počet),20200301,,,
Liechtenstein (Počet),20200401,,,
Liechtenstein (Počet),20200501,,,
Liechtenstein (Počet),20200601,,,
Liechtenstein (Počet),20200701,,,
Liechtenstein (Počet),20200801,,,
Liechtenstein (Počet),20200901,,,
Liechtenstein (Počet),20201001,,,
Liechtenstein (Počet),20201101,,,
Liechtenstein (Počet),20201201,,,
Liechtenstein (Počet),20210101,,,
Liechtenstein (Počet),20210201,,,
Liechtenstein (Počet),20210301,,,
Liechtenstein (Počet),20210401,,,
Liechtenstein (Počet),20210501,,,
Liechtenstein (Počet),20210601,,,
Liechtenstein (Počet),20210701,,,
Liechtenstein (Počet),20210801,,,
Liechtenstein (Počet),20210901,,,
Liechtenstein (Počet),20211001,,,
Liechtenstein (Počet),20211101,,,
Liechtenstein (Počet),20211201,,,
Liechtenstein (Prenocovania),20170101,3,,
Liechtenstein (Prenocovania),20170201,,,
Liechtenstein (Prenocovania),20170301,,,
Liechtenstein (Prenocovania),20170401,,,
Liechtenstein (Prenocovania),20170501,,,
Liechtenstein (Prenocovania),20170601,,,
Liechtenstein (Prenocovania),20170701,,,
Liechtenstein (Prenocovania),20170801,,,
Liechtenstein (Prenocovania),20170901,,,
Liechtenstein (Prenocovania),20171001,,,
Liechtenstein (Prenocovania),20171101,,,
Liechtenstein (Prenocovania),20171201,,,
Liechtenstein (Prenocovania),20180101,,,
Liechtenstein (Prenocovania),20180201,,,
Liechtenstein (Prenocovania),20180301,,,
Liechtenstein (Prenocovania),20180401,,,
Liechtenstein (Prenocovania),20180501,,,
Liechtenstein (Prenocovania),20180601,,,
Liechtenstein (Prenocovania),20180701,,,
Liechtenstein (Prenocovania),20180801,,,
Liechtenstein (Prenocovania),20180901,,,
Liechtenstein (Prenocovania),20181001,,,
Liechtenstein (Prenocovania),20181101,,,
Liechtenstein (Prenocovania),20181201,,,
Liechtenstein (Prenocovania),20190101,,,
Liechtenstein (Prenocovania),20190201,,,
Liechtenstein (Prenocovania),20190301,,,
Liechtenstein (Prenocovania),20190401,,,
Liechtenstein (Prenocovania),20190501,,,
Liechtenstein (Prenocovania),20190601,,,
Liechtenstein (Prenocovania),20190701,,,
Liechtenstein (Prenocovania),20190801,,,
Liechtenstein (Prenocovania),20190901,,,
Liechtenstein (Prenocovania),20191001,,,
Liechtenstein (Prenocovania),20191101,,,
Liechtenstein (Prenocovania),20191201,,,
Liechtenstein (Prenocovania),20200101,,,
Liechtenstein (Prenocovania),20200201,,,
Liechtenstein (Prenocovania),20200301,,,
Liechtenstein (Prenocovania),20200401,,,
Liechtenstein (Prenocovania),20200501,,,
Liechtenstein (Prenocovania),20200601,,,
Liechtenstein (Prenocovania),20200701,,,
Liechtenstein (Prenocovania),20200801,,,
Liechtenstein (Prenocovania),20200901,,,
Liechtenstein (Prenocovania),20201001,,,
Liechtenstein (Prenocovania),20201101,,,
Liechtenstein (Prenocovania),20201201,,,
Liechtenstein (Prenocovania),20210101,,,
Liechtenstein (Prenocovania),20210201,,,
Liechtenstein (Prenocovania),20210301,,,
Liechtenstein (Prenocovania),20210401,,,
Liechtenstein (Prenocovania),20210501,,,
Liechtenstein (Prenocovania),20210601,,,
Liechtenstein (Prenocovania),20210701,,,
Liechtenstein (Prenocovania),20210801,,,
Liechtenstein (Prenocovania),20210901,,,
Liechtenstein (Prenocovania),20211001,,,
Liechtenstein (Prenocovania),20211101,,,
Liechtenstein (Prenocovania),20211201,,,
Lithuania (Počet),20170101,,,
Lithuania (Počet),20170201,,,
Lithuania (Počet),20170301,10,,
Lithuania (Počet),20170401,14,1.4,40
Lithuania (Počet),20170501,,,
Lithuania (Počet),20170601,1,,
Lithuania (Počet),20170701,81,81,8000
Lithuania (Počet),20170801,96,1.185185185,18.52
Lithuania (Počet),20170901,6,0.0625,-93.75
Lithuania (Počet),20171001,1,0.166666667,-83.33
Lithuania (Počet),20171101,1,1,0
Lithuania (Počet),20171201,13,13,1200
Lithuania (Počet),20180101,1,0.076923077,-92.31
Lithuania (Počet),20180201,,,
Lithuania (Počet),20180301,4,,
Lithuania (Počet),20180401,14,3.5,250
Lithuania (Počet),20180501,1,0.071428571,-92.86
Lithuania (Počet),20180601,81,81,8000
Lithuania (Počet),20180701,115,1.419753086,41.98
Lithuania (Počet),20180801,123,1.069565217,6.96
Lithuania (Počet),20180901,8,0.06504065,-93.5
Lithuania (Počet),20181001,5,0.625,-37.5
Lithuania (Počet),20181101,,,
Lithuania (Počet),20181201,4,,
Lithuania (Počet),20190101,1,0.25,-75
Lithuania (Počet),20190201,1,1,0
Lithuania (Počet),20190301,11,11,1000
Lithuania (Počet),20190401,10,0.909090909,-9.09
Lithuania (Počet),20190501,3,0.3,-70
Lithuania (Počet),20190601,13,4.333333333,333.33
Lithuania (Počet),20190701,53,4.076923077,307.69
Lithuania (Počet),20190801,96,1.811320755,81.13
Lithuania (Počet),20190901,16,0.166666667,-83.33
Lithuania (Počet),20191001,33,2.0625,106.25
Lithuania (Počet),20191101,10,0.303030303,-69.7
Lithuania (Počet),20191201,3,0.3,-70
Lithuania (Počet),20200101,2,0.666666667,-33.33
Lithuania (Počet),20200201,5,2.5,150
Lithuania (Počet),20200301,,,
Lithuania (Počet),20200401,,,
Lithuania (Počet),20200501,,,
Lithuania (Počet),20200601,6,,
Lithuania (Počet),20200701,51,8.5,750
Lithuania (Počet),20200801,19,0.37254902,-62.75
Lithuania (Počet),20200901,2,0.105263158,-89.47
Lithuania (Počet),20201001,,,
Lithuania (Počet),20201101,,,
Lithuania (Počet),20201201,,,
Lithuania (Počet),20210101,,,
Lithuania (Počet),20210201,,,
Lithuania (Počet),20210301,,,
Lithuania (Počet),20210401,,,
Lithuania (Počet),20210501,,,
Lithuania (Počet),20210601,6,,
Lithuania (Počet),20210701,22,3.666666667,266.67
Lithuania (Počet),20210801,51,2.318181818,131.82
Lithuania (Počet),20210901,3,0.058823529,-94.12
Lithuania (Počet),20211001,6,2,100
Lithuania (Počet),20211101,1,0.166666667,-83.33
Lithuania (Počet),20211201,,,
Lithuania (Prenocovania),20170101,,,
Lithuania (Prenocovania),20170201,,,
Lithuania (Prenocovania),20170301,57,,
Lithuania (Prenocovania),20170401,63,1.105263158,10.53
Lithuania (Prenocovania),20170501,,,
Lithuania (Prenocovania),20170601,3,,
Lithuania (Prenocovania),20170701,153,51,5000
Lithuania (Prenocovania),20170801,111,0.725490196,-27.45
Lithuania (Prenocovania),20170901,11,0.099099099,-90.09
Lithuania (Prenocovania),20171001,1,0.090909091,-90.91
Lithuania (Prenocovania),20171101,1,1,0
Lithuania (Prenocovania),20171201,41,41,4000
Lithuania (Prenocovania),20180101,6,0.146341463,-85.37
Lithuania (Prenocovania),20180201,,,
Lithuania (Prenocovania),20180301,16,,
Lithuania (Prenocovania),20180401,112,7,600
Lithuania (Prenocovania),20180501,4,0.035714286,-96.43
Lithuania (Prenocovania),20180601,181,45.25,4425
Lithuania (Prenocovania),20180701,185,1.022099448,2.21
Lithuania (Prenocovania),20180801,185,1,0
Lithuania (Prenocovania),20180901,10,0.054054054,-94.59
Lithuania (Prenocovania),20181001,5,0.5,-50
Lithuania (Prenocovania),20181101,,,
Lithuania (Prenocovania),20181201,12,,
Lithuania (Prenocovania),20190101,31,2.583333333,158.33
Lithuania (Prenocovania),20190201,12,0.387096774,-61.29
Lithuania (Prenocovania),20190301,73,6.083333333,508.33
Lithuania (Prenocovania),20190401,39,0.534246575,-46.58
Lithuania (Prenocovania),20190501,3,0.076923077,-92.31
Lithuania (Prenocovania),20190601,30,10,900
Lithuania (Prenocovania),20190701,74,2.466666667,146.67
Lithuania (Prenocovania),20190801,151,2.040540541,104.05
Lithuania (Prenocovania),20190901,25,0.165562914,-83.44
Lithuania (Prenocovania),20191001,129,5.16,416
Lithuania (Prenocovania),20191101,25,0.19379845,-80.62
Lithuania (Prenocovania),20191201,4,0.16,-84
Lithuania (Prenocovania),20200101,3,0.75,-25
Lithuania (Prenocovania),20200201,5,1.666666667,66.67
Lithuania (Prenocovania),20200301,,,
Lithuania (Prenocovania),20200401,,,
Lithuania (Prenocovania),20200501,,,
Lithuania (Prenocovania),20200601,6,,
Lithuania (Prenocovania),20200701,86,14.33333333,1333.33
Lithuania (Prenocovania),20200801,26,0.302325581,-69.77
Lithuania (Prenocovania),20200901,4,0.153846154,-84.62
Lithuania (Prenocovania),20201001,,,
Lithuania (Prenocovania),20201101,,,
Lithuania (Prenocovania),20201201,,,
Lithuania (Prenocovania),20210101,,,
Lithuania (Prenocovania),20210201,,,
Lithuania (Prenocovania),20210301,,,
Lithuania (Prenocovania),20210401,,,
Lithuania (Prenocovania),20210501,,,
Lithuania (Prenocovania),20210601,6,,
Lithuania (Prenocovania),20210701,40,6.666666667,566.67
Lithuania (Prenocovania),20210801,110,2.75,175
Lithuania (Prenocovania),20210901,13,0.118181818,-88.18
Lithuania (Prenocovania),20211001,25,1.923076923,92.31
Lithuania (Prenocovania),20211101,1,0.04,-96
Lithuania (Prenocovania),20211201,,,
Luxembourg (Počet),20170101,,,
Luxembourg (Počet),20170201,,,
Luxembourg (Počet),20170301,,,
Luxembourg (Počet),20170401,,,
Luxembourg (Počet),20170501,,,
Luxembourg (Počet),20170601,,,
Luxembourg (Počet),20170701,,,
Luxembourg (Počet),20170801,1,,
Luxembourg (Počet),20170901,,,
Luxembourg (Počet),20171001,,,
Luxembourg (Počet),20171101,,,
Luxembourg (Počet),20171201,,,
Luxembourg (Počet),20180101,,,
Luxembourg (Počet),20180201,,,
Luxembourg (Počet),20180301,,,
Luxembourg (Počet),20180401,,,
Luxembourg (Počet),20180501,,,
Luxembourg (Počet),20180601,2,,
Luxembourg (Počet),20180701,3,1.5,50
Luxembourg (Počet),20180801,,,
Luxembourg (Počet),20180901,,,
Luxembourg (Počet),20181001,,,
Luxembourg (Počet),20181101,,,
Luxembourg (Počet),20181201,,,
Luxembourg (Počet),20190101,,,
Luxembourg (Počet),20190201,,,
Luxembourg (Počet),20190301,,,
Luxembourg (Počet),20190401,,,
Luxembourg (Počet),20190501,,,
Luxembourg (Počet),20190601,6,,
Luxembourg (Počet),20190701,9,1.5,50
Luxembourg (Počet),20190801,,,
Luxembourg (Počet),20190901,,,
Luxembourg (Počet),20191001,,,
Luxembourg (Počet),20191101,,,
Luxembourg (Počet),20191201,,,
Luxembourg (Počet),20200101,,,
Luxembourg (Počet),20200201,,,
Luxembourg (Počet),20200301,,,
Luxembourg (Počet),20200401,,,
Luxembourg (Počet),20200501,,,
Luxembourg (Počet),20200601,,,
Luxembourg (Počet),20200701,,,
Luxembourg (Počet),20200801,,,
Luxembourg (Počet),20200901,,,
Luxembourg (Počet),20201001,,,
Luxembourg (Počet),20201101,,,
Luxembourg (Počet),20201201,,,
Luxembourg (Počet),20210101,,,
Luxembourg (Počet),20210201,,,
Luxembourg (Počet),20210301,,,
Luxembourg (Počet),20210401,,,
Luxembourg (Počet),20210501,,,
Luxembourg (Počet),20210601,,,
Luxembourg (Počet),20210701,,,
Luxembourg (Počet),20210801,1,,
Luxembourg (Počet),20210901,2,2,100
Luxembourg (Počet),20211001,,,
Luxembourg (Počet),20211101,,,
Luxembourg (Počet),20211201,,,
Luxembourg (Prenocovania),20170101,,,
Luxembourg (Prenocovania),20170201,,,
Luxembourg (Prenocovania),20170301,,,
Luxembourg (Prenocovania),20170401,,,
Luxembourg (Prenocovania),20170501,,,
Luxembourg (Prenocovania),20170601,,,
Luxembourg (Prenocovania),20170701,,,
Luxembourg (Prenocovania),20170801,2,,
Luxembourg (Prenocovania),20170901,,,
Luxembourg (Prenocovania),20171001,,,
Luxembourg (Prenocovania),20171101,,,
Luxembourg (Prenocovania),20171201,,,
Luxembourg (Prenocovania),20180101,,,
Luxembourg (Prenocovania),20180201,,,
Luxembourg (Prenocovania),20180301,,,
Luxembourg (Prenocovania),20180401,,,
Luxembourg (Prenocovania),20180501,,,
Luxembourg (Prenocovania),20180601,4,,
Luxembourg (Prenocovania),20180701,3,0.75,-25
Luxembourg (Prenocovania),20180801,,,
Luxembourg (Prenocovania),20180901,,,
Luxembourg (Prenocovania),20181001,,,
Luxembourg (Prenocovania),20181101,,,
Luxembourg (Prenocovania),20181201,,,
Luxembourg (Prenocovania),20190101,,,
Luxembourg (Prenocovania),20190201,,,
Luxembourg (Prenocovania),20190301,,,
Luxembourg (Prenocovania),20190401,,,
Luxembourg (Prenocovania),20190501,,,
Luxembourg (Prenocovania),20190601,12,,
Luxembourg (Prenocovania),20190701,9,0.75,-25
Luxembourg (Prenocovania),20190801,,,
Luxembourg (Prenocovania),20190901,,,
Luxembourg (Prenocovania),20191001,,,
Luxembourg (Prenocovania),20191101,,,
Luxembourg (Prenocovania),20191201,,,
Luxembourg (Prenocovania),20200101,,,
Luxembourg (Prenocovania),20200201,,,
Luxembourg (Prenocovania),20200301,,,
Luxembourg (Prenocovania),20200401,,,
Luxembourg (Prenocovania),20200501,,,
Luxembourg (Prenocovania),20200601,,,
Luxembourg (Prenocovania),20200701,,,
Luxembourg (Prenocovania),20200801,,,
Luxembourg (Prenocovania),20200901,,,
Luxembourg (Prenocovania),20201001,,,
Luxembourg (Prenocovania),20201101,,,
Luxembourg (Prenocovania),20201201,,,
Luxembourg (Prenocovania),20210101,,,
Luxembourg (Prenocovania),20210201,,,
Luxembourg (Prenocovania),20210301,,,
Luxembourg (Prenocovania),20210401,,,
Luxembourg (Prenocovania),20210501,,,
Luxembourg (Prenocovania),20210601,,,
Luxembourg (Prenocovania),20210701,,,
Luxembourg (Prenocovania),20210801,2,,
Luxembourg (Prenocovania),20210901,2,1,0
Luxembourg (Prenocovania),20211001,,,
Luxembourg (Prenocovania),20211101,,,
Luxembourg (Prenocovania),20211201,,,
Malaysia (Počet),20170101,,,
Malaysia (Počet),20170201,,,
Malaysia (Počet),20170301,,,
Malaysia (Počet),20170401,,,
Malaysia (Počet),20170501,,,
Malaysia (Počet),20170601,1,,
Malaysia (Počet),20170701,,,
Malaysia (Počet),20170801,,,
Malaysia (Počet),20170901,1,,
Malaysia (Počet),20171001,,,
Malaysia (Počet),20171101,,,
Malaysia (Počet),20171201,,,
Malaysia (Počet),20180101,,,
Malaysia (Počet),20180201,,,
Malaysia (Počet),20180301,1,,
Malaysia (Počet),20180401,,,
Malaysia (Počet),20180501,,,
Malaysia (Počet),20180601,1,,
Malaysia (Počet),20180701,6,6,500
Malaysia (Počet),20180801,,,
Malaysia (Počet),20180901,,,
Malaysia (Počet),20181001,,,
Malaysia (Počet),20181101,,,
Malaysia (Počet),20181201,,,
Malaysia (Počet),20190101,,,
Malaysia (Počet),20190201,,,
Malaysia (Počet),20190301,,,
Malaysia (Počet),20190401,1,,
Malaysia (Počet),20190501,,,
Malaysia (Počet),20190601,,,
Malaysia (Počet),20190701,,,
Malaysia (Počet),20190801,,,
Malaysia (Počet),20190901,,,
Malaysia (Počet),20191001,,,
Malaysia (Počet),20191101,,,
Malaysia (Počet),20191201,,,
Malaysia (Počet),20200101,,,
Malaysia (Počet),20200201,,,
Malaysia (Počet),20200301,,,
Malaysia (Počet),20200401,,,
Malaysia (Počet),20200501,,,
Malaysia (Počet),20200601,,,
Malaysia (Počet),20200701,,,
Malaysia (Počet),20200801,,,
Malaysia (Počet),20200901,,,
Malaysia (Počet),20201001,,,
Malaysia (Počet),20201101,,,
