cat,dd,val_districts_country,k_growth_coef,k_growth_coef_pct
Egypt (Počet),20210901,,,
Egypt (Počet),20211001,,,
Egypt (Počet),20211101,,,
Egypt (Počet),20211201,,,
Egypt (Prenocovania),20170101,,,
Egypt (Prenocovania),20170201,,,
Egypt (Prenocovania),20170301,,,
Egypt (Prenocovania),20170401,,,
Egypt (Prenocovania),20170501,,,
Egypt (Prenocovania),20170601,,,
Egypt (Prenocovania),20170701,,,
Egypt (Prenocovania),20170801,,,
Egypt (Prenocovania),20170901,,,
Egypt (Prenocovania),20171001,,,
Egypt (Prenocovania),20171101,,,
Egypt (Prenocovania),20171201,,,
Egypt (Prenocovania),20180101,,,
Egypt (Prenocovania),20180201,,,
Egypt (Prenocovania),20180301,,,
Egypt (Prenocovania),20180401,,,
Egypt (Prenocovania),20180501,,,
Egypt (Prenocovania),20180601,,,
Egypt (Prenocovania),20180701,,,
Egypt (Prenocovania),20180801,,,
Egypt (Prenocovania),20180901,,,
Egypt (Prenocovania),20181001,,,
Egypt (Prenocovania),20181101,,,
Egypt (Prenocovania),20181201,,,
Egypt (Prenocovania),20190101,,,
Egypt (Prenocovania),20190201,,,
Egypt (Prenocovania),20190301,,,
Egypt (Prenocovania),20190401,,,
Egypt (Prenocovania),20190501,,,
Egypt (Prenocovania),20190601,,,
Egypt (Prenocovania),20190701,,,
Egypt (Prenocovania),20190801,4,,
Egypt (Prenocovania),20190901,,,
Egypt (Prenocovania),20191001,,,
Egypt (Prenocovania),20191101,,,
Egypt (Prenocovania),20191201,,,
Egypt (Prenocovania),20200101,,,
Egypt (Prenocovania),20200201,,,
Egypt (Prenocovania),20200301,,,
Egypt (Prenocovania),20200401,,,
Egypt (Prenocovania),20200501,,,
Egypt (Prenocovania),20200601,,,
Egypt (Prenocovania),20200701,,,
Egypt (Prenocovania),20200801,,,
Egypt (Prenocovania),20200901,,,
Egypt (Prenocovania),20201001,,,
Egypt (Prenocovania),20201101,,,
Egypt (Prenocovania),20201201,,,
Egypt (Prenocovania),20210101,,,
Egypt (Prenocovania),20210201,,,
Egypt (Prenocovania),20210301,,,
Egypt (Prenocovania),20210401,,,
Egypt (Prenocovania),20210501,,,
Egypt (Prenocovania),20210601,,,
Egypt (Prenocovania),20210701,,,
Egypt (Prenocovania),20210801,,,
Egypt (Prenocovania),20210901,,,
Egypt (Prenocovania),20211001,,,
Egypt (Prenocovania),20211101,,,
Egypt (Prenocovania),20211201,,,
Estonia (Počet),20170101,,,
Estonia (Počet),20170201,,,
Estonia (Počet),20170301,,,
Estonia (Počet),20170401,,,
Estonia (Počet),20170501,3,,
Estonia (Počet),20170601,5,1.666666667,66.67
Estonia (Počet),20170701,15,3,200
Estonia (Počet),20170801,10,0.666666667,-33.33
Estonia (Počet),20170901,,,
Estonia (Počet),20171001,,,
Estonia (Počet),20171101,1,,
Estonia (Počet),20171201,1,1,0
Estonia (Počet),20180101,,,
Estonia (Počet),20180201,,,
Estonia (Počet),20180301,2,,
Estonia (Počet),20180401,,,
Estonia (Počet),20180501,1,,
Estonia (Počet),20180601,12,12,1100
Estonia (Počet),20180701,21,1.75,75
Estonia (Počet),20180801,4,0.19047619,-80.95
Estonia (Počet),20180901,6,1.5,50
Estonia (Počet),20181001,2,0.333333333,-66.67
Estonia (Počet),20181101,,,
Estonia (Počet),20181201,2,,
Estonia (Počet),20190101,,,
Estonia (Počet),20190201,2,,
Estonia (Počet),20190301,,,
Estonia (Počet),20190401,5,,
Estonia (Počet),20190501,,,
Estonia (Počet),20190601,6,,
Estonia (Počet),20190701,11,1.833333333,83.33
Estonia (Počet),20190801,35,3.181818182,218.18
Estonia (Počet),20190901,2,0.057142857,-94.29
Estonia (Počet),20191001,4,2,100
Estonia (Počet),20191101,3,0.75,-25
Estonia (Počet),20191201,4,1.333333333,33.33
Estonia (Počet),20200101,3,0.75,-25
Estonia (Počet),20200201,5,1.666666667,66.67
Estonia (Počet),20200301,,,
Estonia (Počet),20200401,,,
Estonia (Počet),20200501,,,
Estonia (Počet),20200601,,,
Estonia (Počet),20200701,28,,
Estonia (Počet),20200801,5,0.178571429,-82.14
Estonia (Počet),20200901,,,
Estonia (Počet),20201001,3,,
Estonia (Počet),20201101,,,
Estonia (Počet),20201201,,,
Estonia (Počet),20210101,,,
Estonia (Počet),20210201,,,
Estonia (Počet),20210301,,,
Estonia (Počet),20210401,,,
Estonia (Počet),20210501,,,
Estonia (Počet),20210601,,,
Estonia (Počet),20210701,5,,
Estonia (Počet),20210801,8,1.6,60
Estonia (Počet),20210901,2,0.25,-75
Estonia (Počet),20211001,,,
Estonia (Počet),20211101,,,
Estonia (Počet),20211201,,,
Estonia (Prenocovania),20170101,,,
Estonia (Prenocovania),20170201,,,
Estonia (Prenocovania),20170301,,,
Estonia (Prenocovania),20170401,,,
Estonia (Prenocovania),20170501,5,,
Estonia (Prenocovania),20170601,7,1.4,40
Estonia (Prenocovania),20170701,18,2.571428571,157.14
Estonia (Prenocovania),20170801,18,1,0
Estonia (Prenocovania),20170901,,,
Estonia (Prenocovania),20171001,,,
Estonia (Prenocovania),20171101,1,,
Estonia (Prenocovania),20171201,2,2,100
Estonia (Prenocovania),20180101,,,
Estonia (Prenocovania),20180201,,,
Estonia (Prenocovania),20180301,2,,
Estonia (Prenocovania),20180401,,,
Estonia (Prenocovania),20180501,1,,
Estonia (Prenocovania),20180601,19,19,1800
Estonia (Prenocovania),20180701,27,1.421052632,42.11
Estonia (Prenocovania),20180801,4,0.148148148,-85.19
Estonia (Prenocovania),20180901,7,1.75,75
Estonia (Prenocovania),20181001,7,1,0
Estonia (Prenocovania),20181101,,,
Estonia (Prenocovania),20181201,2,,
Estonia (Prenocovania),20190101,,,
Estonia (Prenocovania),20190201,2,,
Estonia (Prenocovania),20190301,,,
Estonia (Prenocovania),20190401,9,,
Estonia (Prenocovania),20190501,,,
Estonia (Prenocovania),20190601,6,,
Estonia (Prenocovania),20190701,12,2,100
Estonia (Prenocovania),20190801,60,5,400
Estonia (Prenocovania),20190901,2,0.033333333,-96.67
Estonia (Prenocovania),20191001,82,41,4000
Estonia (Prenocovania),20191101,43,0.524390244,-47.56
Estonia (Prenocovania),20191201,24,0.558139535,-44.19
Estonia (Prenocovania),20200101,48,2,100
Estonia (Prenocovania),20200201,59,1.229166667,22.92
Estonia (Prenocovania),20200301,,,
Estonia (Prenocovania),20200401,,,
Estonia (Prenocovania),20200501,,,
Estonia (Prenocovania),20200601,,,
Estonia (Prenocovania),20200701,62,,
Estonia (Prenocovania),20200801,5,0.080645161,-91.94
Estonia (Prenocovania),20200901,,,
Estonia (Prenocovania),20201001,27,,
Estonia (Prenocovania),20201101,,,
Estonia (Prenocovania),20201201,,,
Estonia (Prenocovania),20210101,,,
Estonia (Prenocovania),20210201,,,
Estonia (Prenocovania),20210301,,,
Estonia (Prenocovania),20210401,,,
Estonia (Prenocovania),20210501,,,
Estonia (Prenocovania),20210601,,,
Estonia (Prenocovania),20210701,11,,
Estonia (Prenocovania),20210801,24,2.181818182,118.18
Estonia (Prenocovania),20210901,16,0.666666667,-33.33
Estonia (Prenocovania),20211001,,,
Estonia (Prenocovania),20211101,,,
Estonia (Prenocovania),20211201,,,
Finland (Počet),20170101,1,,
Finland (Počet),20170201,3,3,200
Finland (Počet),20170301,1,0.333333333,-66.67
Finland (Počet),20170401,,,
Finland (Počet),20170501,9,,
Finland (Počet),20170601,11,1.222222222,22.22
Finland (Počet),20170701,8,0.727272727,-27.27
Finland (Počet),20170801,6,0.75,-25
Finland (Počet),20170901,6,1,0
Finland (Počet),20171001,11,1.833333333,83.33
Finland (Počet),20171101,,,
Finland (Počet),20171201,4,,
Finland (Počet),20180101,1,0.25,-75
Finland (Počet),20180201,,,
Finland (Počet),20180301,1,,
Finland (Počet),20180401,3,3,200
Finland (Počet),20180501,,,
Finland (Počet),20180601,3,,
Finland (Počet),20180701,16,5.333333333,433.33
Finland (Počet),20180801,2,0.125,-87.5
Finland (Počet),20180901,1,0.5,-50
Finland (Počet),20181001,,,
Finland (Počet),20181101,,,
Finland (Počet),20181201,6,,
Finland (Počet),20190101,,,
Finland (Počet),20190201,1,,
Finland (Počet),20190301,,,
Finland (Počet),20190401,,,
Finland (Počet),20190501,30,,
Finland (Počet),20190601,28,0.933333333,-6.67
Finland (Počet),20190701,17,0.607142857,-39.29
Finland (Počet),20190801,6,0.352941176,-64.71
Finland (Počet),20190901,8,1.333333333,33.33
Finland (Počet),20191001,,,
Finland (Počet),20191101,2,,
Finland (Počet),20191201,,,
Finland (Počet),20200101,2,,
Finland (Počet),20200201,,,
Finland (Počet),20200301,,,
Finland (Počet),20200401,,,
Finland (Počet),20200501,,,
Finland (Počet),20200601,,,
Finland (Počet),20200701,2,,
Finland (Počet),20200801,3,1.5,50
Finland (Počet),20200901,2,0.666666667,-33.33
Finland (Počet),20201001,,,
Finland (Počet),20201101,,,
Finland (Počet),20201201,,,
Finland (Počet),20210101,,,
Finland (Počet),20210201,,,
Finland (Počet),20210301,,,
Finland (Počet),20210401,,,
Finland (Počet),20210501,,,
Finland (Počet),20210601,,,
Finland (Počet),20210701,2,,
Finland (Počet),20210801,2,1,0
Finland (Počet),20210901,,,
Finland (Počet),20211001,4,,
Finland (Počet),20211101,,,
Finland (Počet),20211201,,,
Finland (Prenocovania),20170101,3,,
Finland (Prenocovania),20170201,3,1,0
Finland (Prenocovania),20170301,2,0.666666667,-33.33
Finland (Prenocovania),20170401,,,
Finland (Prenocovania),20170501,19,,
Finland (Prenocovania),20170601,17,0.894736842,-10.53
Finland (Prenocovania),20170701,13,0.764705882,-23.53
Finland (Prenocovania),20170801,12,0.923076923,-7.69
Finland (Prenocovania),20170901,15,1.25,25
Finland (Prenocovania),20171001,50,3.333333333,233.33
Finland (Prenocovania),20171101,,,
Finland (Prenocovania),20171201,11,,
Finland (Prenocovania),20180101,2,0.181818182,-81.82
Finland (Prenocovania),20180201,,,
Finland (Prenocovania),20180301,1,,
Finland (Prenocovania),20180401,6,6,500
Finland (Prenocovania),20180501,,,
Finland (Prenocovania),20180601,3,,
Finland (Prenocovania),20180701,28,9.333333333,833.33
Finland (Prenocovania),20180801,7,0.25,-75
Finland (Prenocovania),20180901,3,0.428571429,-57.14
Finland (Prenocovania),20181001,,,
Finland (Prenocovania),20181101,,,
Finland (Prenocovania),20181201,7,,
Finland (Prenocovania),20190101,,,
Finland (Prenocovania),20190201,1,,
Finland (Prenocovania),20190301,,,
Finland (Prenocovania),20190401,,,
Finland (Prenocovania),20190501,93,,
Finland (Prenocovania),20190601,49,0.52688172,-47.31
Finland (Prenocovania),20190701,25,0.510204082,-48.98
Finland (Prenocovania),20190801,24,0.96,-4
Finland (Prenocovania),20190901,10,0.416666667,-58.33
Finland (Prenocovania),20191001,,,
Finland (Prenocovania),20191101,4,,
Finland (Prenocovania),20191201,,,
Finland (Prenocovania),20200101,6,,
Finland (Prenocovania),20200201,,,
Finland (Prenocovania),20200301,,,
Finland (Prenocovania),20200401,,,
Finland (Prenocovania),20200501,,,
Finland (Prenocovania),20200601,,,
Finland (Prenocovania),20200701,2,,
Finland (Prenocovania),20200801,3,1.5,50
Finland (Prenocovania),20200901,4,1.333333333,33.33
Finland (Prenocovania),20201001,,,
Finland (Prenocovania),20201101,,,
Finland (Prenocovania),20201201,,,
Finland (Prenocovania),20210101,,,
Finland (Prenocovania),20210201,,,
Finland (Prenocovania),20210301,,,
Finland (Prenocovania),20210401,,,
Finland (Prenocovania),20210501,,,
Finland (Prenocovania),20210601,,,
Finland (Prenocovania),20210701,4,,
Finland (Prenocovania),20210801,2,0.5,-50
Finland (Prenocovania),20210901,,,
Finland (Prenocovania),20211001,8,,
Finland (Prenocovania),20211101,,,
Finland (Prenocovania),20211201,,,
France (Počet),20170101,3,,
France (Počet),20170201,3,1,0
France (Počet),20170301,7,2.333333333,133.33
France (Počet),20170401,19,2.714285714,171.43
France (Počet),20170501,23,1.210526316,21.05
France (Počet),20170601,6,0.260869565,-73.91
France (Počet),20170701,61,10.16666667,916.67
France (Počet),20170801,70,1.147540984,14.75
France (Počet),20170901,6,0.085714286,-91.43
France (Počet),20171001,8,1.333333333,33.33
France (Počet),20171101,7,0.875,-12.5
France (Počet),20171201,20,2.857142857,185.71
France (Počet),20180101,12,0.6,-40
France (Počet),20180201,10,0.833333333,-16.67
France (Počet),20180301,14,1.4,40
France (Počet),20180401,17,1.214285714,21.43
France (Počet),20180501,35,2.058823529,105.88
France (Počet),20180601,59,1.685714286,68.57
France (Počet),20180701,92,1.559322034,55.93
France (Počet),20180801,140,1.52173913,52.17
France (Počet),20180901,38,0.271428571,-72.86
France (Počet),20181001,11,0.289473684,-71.05
France (Počet),20181101,5,0.454545455,-54.55
France (Počet),20181201,4,0.8,-20
France (Počet),20190101,5,1.25,25
France (Počet),20190201,8,1.6,60
France (Počet),20190301,6,0.75,-25
France (Počet),20190401,2,0.333333333,-66.67
France (Počet),20190501,2,1,0
France (Počet),20190601,57,28.5,2750
France (Počet),20190701,111,1.947368421,94.74
France (Počet),20190801,146,1.315315315,31.53
France (Počet),20190901,11,0.075342466,-92.47
France (Počet),20191001,3,0.272727273,-72.73
France (Počet),20191101,3,1,0
France (Počet),20191201,8,2.666666667,166.67
France (Počet),20200101,9,1.125,12.5
France (Počet),20200201,6,0.666666667,-33.33
France (Počet),20200301,,,
France (Počet),20200401,,,
France (Počet),20200501,,,
France (Počet),20200601,1,,
France (Počet),20200701,31,31,3000
France (Počet),20200801,25,0.806451613,-19.35
France (Počet),20200901,4,0.16,-84
France (Počet),20201001,4,1,0
France (Počet),20201101,,,
France (Počet),20201201,,,
France (Počet),20210101,,,
France (Počet),20210201,,,
France (Počet),20210301,,,
France (Počet),20210401,1,,
France (Počet),20210501,6,6,500
France (Počet),20210601,1,0.166666667,-83.33
France (Počet),20210701,16,16,1500
France (Počet),20210801,61,3.8125,281.25
France (Počet),20210901,24,0.393442623,-60.66
France (Počet),20211001,10,0.416666667,-58.33
France (Počet),20211101,,,
France (Počet),20211201,2,,
France (Prenocovania),20170101,4,,
France (Prenocovania),20170201,3,0.75,-25
France (Prenocovania),20170301,7,2.333333333,133.33
France (Prenocovania),20170401,33,4.714285714,371.43
France (Prenocovania),20170501,36,1.090909091,9.09
France (Prenocovania),20170601,7,0.194444444,-80.56
France (Prenocovania),20170701,98,14,1300
France (Prenocovania),20170801,111,1.132653061,13.27
France (Prenocovania),20170901,11,0.099099099,-90.09
France (Prenocovania),20171001,11,1,0
France (Prenocovania),20171101,16,1.454545455,45.45
France (Prenocovania),20171201,53,3.3125,231.25
France (Prenocovania),20180101,25,0.471698113,-52.83
France (Prenocovania),20180201,32,1.28,28
France (Prenocovania),20180301,33,1.03125,3.13
France (Prenocovania),20180401,36,1.090909091,9.09
France (Prenocovania),20180501,77,2.138888889,113.89
France (Prenocovania),20180601,122,1.584415584,58.44
France (Prenocovania),20180701,266,2.180327869,118.03
France (Prenocovania),20180801,348,1.308270677,30.83
France (Prenocovania),20180901,82,0.235632184,-76.44
France (Prenocovania),20181001,22,0.268292683,-73.17
France (Prenocovania),20181101,6,0.272727273,-72.73
France (Prenocovania),20181201,9,1.5,50
France (Prenocovania),20190101,13,1.444444444,44.44
France (Prenocovania),20190201,23,1.769230769,76.92
France (Prenocovania),20190301,14,0.608695652,-39.13
France (Prenocovania),20190401,4,0.285714286,-71.43
France (Prenocovania),20190501,3,0.75,-25
France (Prenocovania),20190601,84,28,2700
France (Prenocovania),20190701,228,2.714285714,171.43
France (Prenocovania),20190801,250,1.096491228,9.65
France (Prenocovania),20190901,13,0.052,-94.8
France (Prenocovania),20191001,8,0.615384615,-38.46
France (Prenocovania),20191101,3,0.375,-62.5
France (Prenocovania),20191201,15,5,400
France (Prenocovania),20200101,24,1.6,60
France (Prenocovania),20200201,14,0.583333333,-41.67
France (Prenocovania),20200301,,,
France (Prenocovania),20200401,,,
France (Prenocovania),20200501,,,
France (Prenocovania),20200601,3,,
France (Prenocovania),20200701,88,29.33333333,2833.33
France (Prenocovania),20200801,50,0.568181818,-43.18
France (Prenocovania),20200901,8,0.16,-84
France (Prenocovania),20201001,8,1,0
France (Prenocovania),20201101,,,
France (Prenocovania),20201201,,,
France (Prenocovania),20210101,,,
France (Prenocovania),20210201,,,
France (Prenocovania),20210301,,,
France (Prenocovania),20210401,1,,
France (Prenocovania),20210501,10,10,900
France (Prenocovania),20210601,1,0.1,-90
France (Prenocovania),20210701,28,28,2700
France (Prenocovania),20210801,130,4.642857143,364.29
France (Prenocovania),20210901,26,0.2,-80
France (Prenocovania),20211001,16,0.615384615,-38.46
France (Prenocovania),20211101,,,
France (Prenocovania),20211201,8,,
Gambia (Počet),20170101,,,
Gambia (Počet),20170201,,,
Gambia (Počet),20170301,,,
Gambia (Počet),20170401,,,
Gambia (Počet),20170501,,,
Gambia (Počet),20170601,,,
Gambia (Počet),20170701,,,
Gambia (Počet),20170801,,,
Gambia (Počet),20170901,,,
Gambia (Počet),20171001,,,
Gambia (Počet),20171101,,,
Gambia (Počet),20171201,,,
Gambia (Počet),20180101,,,
Gambia (Počet),20180201,,,
Gambia (Počet),20180301,,,
Gambia (Počet),20180401,,,
Gambia (Počet),20180501,,,
Gambia (Počet),20180601,,,
Gambia (Počet),20180701,,,
Gambia (Počet),20180801,,,
Gambia (Počet),20180901,,,
Gambia (Počet),20181001,,,
Gambia (Počet),20181101,,,
Gambia (Počet),20181201,,,
Gambia (Počet),20190101,,,
Gambia (Počet),20190201,,,
Gambia (Počet),20190301,,,
Gambia (Počet),20190401,,,
Gambia (Počet),20190501,,,
Gambia (Počet),20190601,,,
Gambia (Počet),20190701,,,
Gambia (Počet),20190801,,,
Gambia (Počet),20190901,,,
Gambia (Počet),20191001,,,
Gambia (Počet),20191101,,,
Gambia (Počet),20191201,,,
Gambia (Počet),20200101,,,
Gambia (Počet),20200201,,,
Gambia (Počet),20200301,,,
Gambia (Počet),20200401,,,
Gambia (Počet),20200501,,,
Gambia (Počet),20200601,,,
Gambia (Počet),20200701,,,
Gambia (Počet),20200801,,,
Gambia (Počet),20200901,,,
Gambia (Počet),20201001,,,
Gambia (Počet),20201101,,,
Gambia (Počet),20201201,,,
Gambia (Počet),20210101,,,
Gambia (Počet),20210201,,,
Gambia (Počet),20210301,,,
Gambia (Počet),20210401,,,
Gambia (Počet),20210501,,,
Gambia (Počet),20210601,,,
Gambia (Počet),20210701,,,
Gambia (Počet),20210801,,,
Gambia (Počet),20210901,,,
Gambia (Počet),20211001,,,
Gambia (Počet),20211101,,,
Gambia (Počet),20211201,,,
Gambia (Prenocovania),20170101,,,
Gambia (Prenocovania),20170201,,,
Gambia (Prenocovania),20170301,,,
Gambia (Prenocovania),20170401,,,
Gambia (Prenocovania),20170501,,,
Gambia (Prenocovania),20170601,,,
Gambia (Prenocovania),20170701,,,
Gambia (Prenocovania),20170801,,,
Gambia (Prenocovania),20170901,,,
Gambia (Prenocovania),20171001,,,
Gambia (Prenocovania),20171101,,,
Gambia (Prenocovania),20171201,,,
Gambia (Prenocovania),20180101,,,
Gambia (Prenocovania),20180201,,,
Gambia (Prenocovania),20180301,,,
Gambia (Prenocovania),20180401,,,
Gambia (Prenocovania),20180501,,,
Gambia (Prenocovania),20180601,,,
Gambia (Prenocovania),20180701,,,
Gambia (Prenocovania),20180801,,,
Gambia (Prenocovania),20180901,,,
Gambia (Prenocovania),20181001,,,
Gambia (Prenocovania),20181101,,,
Gambia (Prenocovania),20181201,,,
Gambia (Prenocovania),20190101,,,
Gambia (Prenocovania),20190201,,,
Gambia (Prenocovania),20190301,,,
Gambia (Prenocovania),20190401,,,
Gambia (Prenocovania),20190501,,,
Gambia (Prenocovania),20190601,,,
Gambia (Prenocovania),20190701,,,
Gambia (Prenocovania),20190801,,,
Gambia (Prenocovania),20190901,,,
Gambia (Prenocovania),20191001,,,
Gambia (Prenocovania),20191101,,,
Gambia (Prenocovania),20191201,,,
Gambia (Prenocovania),20200101,,,
Gambia (Prenocovania),20200201,,,
Gambia (Prenocovania),20200301,,,
Gambia (Prenocovania),20200401,,,
Gambia (Prenocovania),20200501,,,
Gambia (Prenocovania),20200601,,,
Gambia (Prenocovania),20200701,,,
Gambia (Prenocovania),20200801,,,
Gambia (Prenocovania),20200901,,,
Gambia (Prenocovania),20201001,,,
Gambia (Prenocovania),20201101,,,
Gambia (Prenocovania),20201201,,,
Gambia (Prenocovania),20210101,,,
Gambia (Prenocovania),20210201,,,
Gambia (Prenocovania),20210301,,,
Gambia (Prenocovania),20210401,,,
Gambia (Prenocovania),20210501,,,
Gambia (Prenocovania),20210601,,,
Gambia (Prenocovania),20210701,,,
Gambia (Prenocovania),20210801,,,
Gambia (Prenocovania),20210901,,,
Gambia (Prenocovania),20211001,,,
Gambia (Prenocovania),20211101,,,
Gambia (Prenocovania),20211201,,,
Georgia (Počet),20170101,,,
Georgia (Počet),20170201,,,
Georgia (Počet),20170301,,,
Georgia (Počet),20170401,,,
Georgia (Počet),20170501,,,
Georgia (Počet),20170601,,,
Georgia (Počet),20170701,,,
Georgia (Počet),20170801,,,
Georgia (Počet),20170901,,,
Georgia (Počet),20171001,,,
Georgia (Počet),20171101,,,
Georgia (Počet),20171201,,,
Georgia (Počet),20180101,,,
Georgia (Počet),20180201,,,
Georgia (Počet),20180301,,,
Georgia (Počet),20180401,,,
Georgia (Počet),20180501,,,
Georgia (Počet),20180601,,,
Georgia (Počet),20180701,,,
Georgia (Počet),20180801,,,
Georgia (Počet),20180901,,,
Georgia (Počet),20181001,,,
Georgia (Počet),20181101,,,
Georgia (Počet),20181201,,,
Georgia (Počet),20190101,,,
Georgia (Počet),20190201,,,
Georgia (Počet),20190301,1,,
Georgia (Počet),20190401,,,
Georgia (Počet),20190501,1,,
Georgia (Počet),20190601,,,
Georgia (Počet),20190701,,,
Georgia (Počet),20190801,,,
Georgia (Počet),20190901,,,
Georgia (Počet),20191001,,,
Georgia (Počet),20191101,,,
Georgia (Počet),20191201,,,
Georgia (Počet),20200101,,,
Georgia (Počet),20200201,,,
Georgia (Počet),20200301,,,
Georgia (Počet),20200401,,,
Georgia (Počet),20200501,,,
Georgia (Počet),20200601,,,
Georgia (Počet),20200701,,,
Georgia (Počet),20200801,,,
Georgia (Počet),20200901,,,
Georgia (Počet),20201001,,,
Georgia (Počet),20201101,,,
Georgia (Počet),20201201,,,
Georgia (Počet),20210101,,,
Georgia (Počet),20210201,,,
Georgia (Počet),20210301,,,
Georgia (Počet),20210401,,,
Georgia (Počet),20210501,,,
Georgia (Počet),20210601,,,
Georgia (Počet),20210701,,,
Georgia (Počet),20210801,,,
Georgia (Počet),20210901,,,
Georgia (Počet),20211001,,,
Georgia (Počet),20211101,,,
Georgia (Počet),20211201,,,
Georgia (Prenocovania),20170101,,,
Georgia (Prenocovania),20170201,,,
Georgia (Prenocovania),20170301,,,
Georgia (Prenocovania),20170401,,,
Georgia (Prenocovania),20170501,,,
Georgia (Prenocovania),20170601,,,
Georgia (Prenocovania),20170701,,,
Georgia (Prenocovania),20170801,,,
Georgia (Prenocovania),20170901,,,
Georgia (Prenocovania),20171001,,,
Georgia (Prenocovania),20171101,,,
Georgia (Prenocovania),20171201,,,
Georgia (Prenocovania),20180101,,,
Georgia (Prenocovania),20180201,,,
Georgia (Prenocovania),20180301,,,
Georgia (Prenocovania),20180401,,,
Georgia (Prenocovania),20180501,,,
Georgia (Prenocovania),20180601,,,
Georgia (Prenocovania),20180701,,,
Georgia (Prenocovania),20180801,,,
Georgia (Prenocovania),20180901,,,
Georgia (Prenocovania),20181001,,,
Georgia (Prenocovania),20181101,,,
Georgia (Prenocovania),20181201,,,
Georgia (Prenocovania),20190101,,,
Georgia (Prenocovania),20190201,,,
Georgia (Prenocovania),20190301,1,,
Georgia (Prenocovania),20190401,,,
Georgia (Prenocovania),20190501,1,,
Georgia (Prenocovania),20190601,,,
Georgia (Prenocovania),20190701,,,
Georgia (Prenocovania),20190801,,,
Georgia (Prenocovania),20190901,,,
Georgia (Prenocovania),20191001,,,
Georgia (Prenocovania),20191101,,,
Georgia (Prenocovania),20191201,,,
Georgia (Prenocovania),20200101,,,
Georgia (Prenocovania),20200201,,,
Georgia (Prenocovania),20200301,,,
Georgia (Prenocovania),20200401,,,
Georgia (Prenocovania),20200501,,,
Georgia (Prenocovania),20200601,,,
Georgia (Prenocovania),20200701,,,
Georgia (Prenocovania),20200801,,,
Georgia (Prenocovania),20200901,,,
Georgia (Prenocovania),20201001,,,
Georgia (Prenocovania),20201101,,,
Georgia (Prenocovania),20201201,,,
Georgia (Prenocovania),20210101,,,
Georgia (Prenocovania),20210201,,,
Georgia (Prenocovania),20210301,,,
Georgia (Prenocovania),20210401,,,
Georgia (Prenocovania),20210501,,,
Georgia (Prenocovania),20210601,,,
Georgia (Prenocovania),20210701,,,
Georgia (Prenocovania),20210801,,,
Georgia (Prenocovania),20210901,,,
Georgia (Prenocovania),20211001,,,
Georgia (Prenocovania),20211101,,,
Georgia (Prenocovania),20211201,,,
Germany (Počet),20170101,92,,
Germany (Počet),20170201,37,0.402173913,-59.78
Germany (Počet),20170301,69,1.864864865,86.49
Germany (Počet),20170401,44,0.637681159,-36.23
Germany (Počet),20170501,144,3.272727273,227.27
Germany (Počet),20170601,168,1.166666667,16.67
Germany (Počet),20170701,446,2.654761905,165.48
Germany (Počet),20170801,270,0.605381166,-39.46
Germany (Počet),20170901,185,0.685185185,-31.48
Germany (Počet),20171001,160,0.864864865,-13.51
Germany (Počet),20171101,67,0.41875,-58.13
Germany (Počet),20171201,93,1.388059701,38.81
Germany (Počet),20180101,91,0.978494624,-2.15
Germany (Počet),20180201,56,0.615384615,-38.46
Germany (Počet),20180301,52,0.928571429,-7.14
Germany (Počet),20180401,66,1.269230769,26.92
Germany (Počet),20180501,196,2.96969697,196.97
Germany (Počet),20180601,332,1.693877551,69.39
Germany (Počet),20180701,702,2.114457831,111.45
Germany (Počet),20180801,569,0.810541311,-18.95
Germany (Počet),20180901,360,0.632688928,-36.73
Germany (Počet),20181001,120,0.333333333,-66.67
Germany (Počet),20181101,52,0.433333333,-56.67
Germany (Počet),20181201,146,2.807692308,180.77
Germany (Počet),20190101,95,0.650684932,-34.93
Germany (Počet),20190201,56,0.589473684,-41.05
Germany (Počet),20190301,44,0.785714286,-21.43
Germany (Počet),20190401,104,2.363636364,136.36
Germany (Počet),20190501,274,2.634615385,163.46
Germany (Počet),20190601,565,2.062043796,106.2
Germany (Počet),20190701,1063,1.881415929,88.14
Germany (Počet),20190801,797,0.749764817,-25.02
Germany (Počet),20190901,534,0.670012547,-33
Germany (Počet),20191001,188,0.352059925,-64.79
Germany (Počet),20191101,41,0.218085106,-78.19
Germany (Počet),20191201,76,1.853658537,85.37
Germany (Počet),20200101,38,0.5,-50
Germany (Počet),20200201,41,1.078947368,7.89
Germany (Počet),20200301,18,0.43902439,-56.1
Germany (Počet),20200401,,,
Germany (Počet),20200501,,,
Germany (Počet),20200601,88,,
Germany (Počet),20200701,565,6.420454545,542.05
Germany (Počet),20200801,553,0.978761062,-2.12
Germany (Počet),20200901,401,0.725135624,-27.49
Germany (Počet),20201001,24,0.059850374,-94.01
Germany (Počet),20201101,,,
Germany (Počet),20201201,1,,
Germany (Počet),20210101,,,
Germany (Počet),20210201,,,
Germany (Počet),20210301,,,
Germany (Počet),20210401,1,,
Germany (Počet),20210501,11,11,1000
Germany (Počet),20210601,83,7.545454545,654.55
Germany (Počet),20210701,155,1.86746988,86.75
Germany (Počet),20210801,305,1.967741935,96.77
Germany (Počet),20210901,238,0.780327869,-21.97
Germany (Počet),20211001,45,0.18907563,-81.09
Germany (Počet),20211101,7,0.155555556,-84.44
Germany (Počet),20211201,1,0.142857143,-85.71
